mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used,walen1,walen2,jet_detection,r_W,theta_W,np_median_msp,np_median_msh,b_imf_x,b_imf_y,b_imf_z,dipole,imf_clock_angle,p_dyn,Date,Probe,x_gsm,y_gsm,z_gsm,r_spc,theta_w,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,4.797,rx_en,False,True,True,1.588,108.771,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:39:04.113000+00:00,3,5.029,8.195,-5.269,9.743,108.771,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,5.239,va_cs,False,True,True,1.588,108.771,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:39:04.113000+00:00,3,5.029,8.195,-5.269,9.743,108.771,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,6.3,bisection,False,True,True,1.588,108.771,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:39:04.113000+00:00,3,5.029,8.195,-5.269,9.743,108.771,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,5.505,shear,False,True,True,1.584,107.163,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:42:44.166000+00:00,3,5.011,8.231,-5.291,9.785,107.163,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,4.797,rx_en,False,True,True,1.584,107.163,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:42:44.166000+00:00,3,5.011,8.231,-5.291,9.785,107.163,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,5.239,va_cs,False,True,True,1.584,107.163,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:42:44.166000+00:00,3,5.011,8.231,-5.291,9.785,107.163,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:38:43,2015-09-11 11:48:43,5.01,8.24,-5.3,2.7200000286102295,26.68000030517578,29.920000076293945,6.3,bisection,False,True,True,1.584,107.163,1.004,15.18,-4.739999771118164,1.2599999904632568,-4.639999866485596,6.849,164.734,4.15,2015-09-11 11:42:44.166000+00:00,3,5.011,8.231,-5.291,9.785,107.163,1896,1929,397,463,29.791,11.821,-23.94,44.828,12.527,-23.49,45.091,10.701,-28.95,17.907,10.701,-28.95,17.907,1.004,1.113,15.18,15.326,-9.366,-98.298,-110.693,-8.118,-77.17,-74.44,-2.381,-274.259,-244.948,2.646,-270.57,-248.457,4892690.5,1206940.0,4860312.5,1152473.0,6464873.5,1041843.125,6449215.0,1050809.375,0.509,0.076,
3,2015-09-11 11:50:08,2015-09-11 12:00:08,4.95,8.36,-5.36,-15.880000114440918,21.700000762939453,1.6399999856948853,5.36,shear,True,True,True,1.813,150.289,1.525,12.223,-2.880000114440918,2.1500000953674316,-6.0,7.333,160.286,3.97,2015-09-11 11:50:44.172000+00:00,3,4.969,8.31,-5.338,9.877,150.289,1698,1731,1209,1275,33.64,7.435,-17.465,49.511,7.777,-18.093,51.823,-3.669,-0.089,10.038,-3.669,-0.089,10.038,1.525,1.689,12.223,11.987,22.836,-112.792,-60.346,24.435,-108.618,-48.063,-9.831,-307.919,-23.096,-5.992,-304.543,-64.637,2360353.25,849072.625,2542158.5,867347.312,3007966.5,1020534.438,3350636.0,1076422.5,18.477,0.059,
3,2015-09-11 11:50:08,2015-09-11 12:00:08,4.95,8.36,-5.36,-15.880000114440918,21.700000762939453,1.6399999856948853,6.22,rx_en,True,True,True,1.813,150.289,1.525,12.223,-2.880000114440918,2.1500000953674316,-6.0,7.333,160.286,3.97,2015-09-11 11:50:44.172000+00:00,3,4.969,8.31,-5.338,9.877,150.289,1698,1731,1209,1275,33.64,7.435,-17.465,49.511,7.777,-18.093,51.823,-3.669,-0.089,10.038,-3.669,-0.089,10.038,1.525,1.689,12.223,11.987,22.836,-112.792,-60.346,24.435,-108.618,-48.063,-9.831,-307.919,-23.096,-5.992,-304.543,-64.637,2360353.25,849072.625,2542158.5,867347.312,3007966.5,1020534.438,3350636.0,1076422.5,18.477,0.059,
3,2015-09-11 11:50:08,2015-09-11 12:00:08,4.95,8.36,-5.36,-15.880000114440918,21.700000762939453,1.6399999856948853,6.008,va_cs,True,True,True,1.813,150.289,1.525,12.223,-2.880000114440918,2.1500000953674316,-6.0,7.333,160.286,3.97,2015-09-11 11:50:44.172000+00:00,3,4.969,8.31,-5.338,9.877,150.289,1698,1731,1209,1275,33.64,7.435,-17.465,49.511,7.777,-18.093,51.823,-3.669,-0.089,10.038,-3.669,-0.089,10.038,1.525,1.689,12.223,11.987,22.836,-112.792,-60.346,24.435,-108.618,-48.063,-9.831,-307.919,-23.096,-5.992,-304.543,-64.637,2360353.25,849072.625,2542158.5,867347.312,3007966.5,1020534.438,3350636.0,1076422.5,18.477,0.059,
3,2015-09-11 11:50:08,2015-09-11 12:00:08,4.95,8.36,-5.36,-15.880000114440918,21.700000762939453,1.6399999856948853,6.36,bisection,True,True,True,1.813,150.289,1.525,12.223,-2.880000114440918,2.1500000953674316,-6.0,7.333,160.286,3.97,2015-09-11 11:50:44.172000+00:00,3,4.969,8.31,-5.338,9.877,150.289,1698,1731,1209,1275,33.64,7.435,-17.465,49.511,7.777,-18.093,51.823,-3.669,-0.089,10.038,-3.669,-0.089,10.038,1.525,1.689,12.223,11.987,22.836,-112.792,-60.346,24.435,-108.618,-48.063,-9.831,-307.919,-23.096,-5.992,-304.543,-64.637,2360353.25,849072.625,2542158.5,867347.312,3007966.5,1020534.438,3350636.0,1076422.5,18.477,0.059,
3,2015-09-11 14:06:22,2015-09-11 14:16:22,4.05,9.56,-5.63,-5.659999847412109,1.7300000190734863,-8.460000038146973,7.454,shear,False,False,True,2.117,109.709,2.61,34.282,-5.21999979019165,2.9100000858306885,-2.4100000858306885,12.003,129.631,4.41,2015-09-11 14:10:04.086000+00:00,3,4.061,9.555,-5.636,11.094,109.709,210,243,758,824,112.248,27.586,-24.904,8.139,27.057,-24.833,8.144,-5.91,0.997,-28.836,-5.91,0.997,-28.836,2.61,2.483,34.282,33.312,-25.385,-95.286,73.223,-27.116,-96.277,76.01,-83.989,-305.495,-198.071,-85.376,-307.32,-199.91,2054938.25,376213.375,2064135.5,380096.906,2481327.5,434977.562,2496261.5,433145.281,0.506,0.131,
3,2015-09-11 14:06:22,2015-09-11 14:16:22,4.05,9.56,-5.63,-5.659999847412109,1.7300000190734863,-8.460000038146973,5.914,rx_en,False,False,True,2.117,109.709,2.61,34.282,-5.21999979019165,2.9100000858306885,-2.4100000858306885,12.003,129.631,4.41,2015-09-11 14:10:04.086000+00:00,3,4.061,9.555,-5.636,11.094,109.709,210,243,758,824,112.248,27.586,-24.904,8.139,27.057,-24.833,8.144,-5.91,0.997,-28.836,-5.91,0.997,-28.836,2.61,2.483,34.282,33.312,-25.385,-95.286,73.223,-27.116,-96.277,76.01,-83.989,-305.495,-198.071,-85.376,-307.32,-199.91,2054938.25,376213.375,2064135.5,380096.906,2481327.5,434977.562,2496261.5,433145.281,0.506,0.131,
3,2015-09-11 14:06:22,2015-09-11 14:16:22,4.05,9.56,-5.63,-5.659999847412109,1.7300000190734863,-8.460000038146973,12.099,va_cs,False,False,True,2.117,109.709,2.61,34.282,-5.21999979019165,2.9100000858306885,-2.4100000858306885,12.003,129.631,4.41,2015-09-11 14:10:04.086000+00:00,3,4.061,9.555,-5.636,11.094,109.709,210,243,758,824,112.248,27.586,-24.904,8.139,27.057,-24.833,8.144,-5.91,0.997,-28.836,-5.91,0.997,-28.836,2.61,2.483,34.282,33.312,-25.385,-95.286,73.223,-27.116,-96.277,76.01,-83.989,-305.495,-198.071,-85.376,-307.32,-199.91,2054938.25,376213.375,2064135.5,380096.906,2481327.5,434977.562,2496261.5,433145.281,0.506,0.131,
3,2015-09-11 14:06:22,2015-09-11 14:16:22,4.05,9.56,-5.63,-5.659999847412109,1.7300000190734863,-8.460000038146973,5.63,bisection,False,False,True,2.117,109.709,2.61,34.282,-5.21999979019165,2.9100000858306885,-2.4100000858306885,12.003,129.631,4.41,2015-09-11 14:10:04.086000+00:00,3,4.061,9.555,-5.636,11.094,109.709,210,243,758,824,112.248,27.586,-24.904,8.139,27.057,-24.833,8.144,-5.91,0.997,-28.836,-5.91,0.997,-28.836,2.61,2.483,34.282,33.312,-25.385,-95.286,73.223,-27.116,-96.277,76.01,-83.989,-305.495,-198.071,-85.376,-307.32,-199.91,2054938.25,376213.375,2064135.5,380096.906,2481327.5,434977.562,2496261.5,433145.281,0.506,0.131,
3,2015-09-11 15:04:16,2015-09-11 15:14:16,3.59,9.99,-5.48,-15.289999961853027,-5.599999904632568,-19.06999969482422,11.469,shear,False,False,True,2.367,96.338,0.884,24.087,-3.940000057220459,1.2400000095367432,4.409999847412109,13.288,15.765,4.95,2015-09-11 15:08:24.083000+00:00,3,3.595,9.982,-5.48,11.387,96.338,314,347,571,637,92.071,21.416,-7.35,28.635,21.977,-7.381,28.914,8.312,-21.175,-12.936,8.312,-21.175,-12.936,0.884,1.195,24.087,23.676,-100.348,-312.983,-140.33,-103.677,-293.014,-138.388,1.58,-332.3,-136.575,1.114,-327.936,-138.376,3653808.25,417952.5,3523531.75,412295.5,4936307.5,427945.969,4951015.5,431900.094,0.537,0.124,
3,2015-09-11 15:04:16,2015-09-11 15:14:16,3.59,9.99,-5.48,-15.289999961853027,-5.599999904632568,-19.06999969482422,12.984,rx_en,False,False,True,2.367,96.338,0.884,24.087,-3.940000057220459,1.2400000095367432,4.409999847412109,13.288,15.765,4.95,2015-09-11 15:08:24.083000+00:00,3,3.595,9.982,-5.48,11.387,96.338,314,347,571,637,92.071,21.416,-7.35,28.635,21.977,-7.381,28.914,8.312,-21.175,-12.936,8.312,-21.175,-12.936,0.884,1.195,24.087,23.676,-100.348,-312.983,-140.33,-103.677,-293.014,-138.388,1.58,-332.3,-136.575,1.114,-327.936,-138.376,3653808.25,417952.5,3523531.75,412295.5,4936307.5,427945.969,4951015.5,431900.094,0.537,0.124,
3,2015-09-11 15:04:16,2015-09-11 15:14:16,3.59,9.99,-5.48,-15.289999961853027,-5.599999904632568,-19.06999969482422,13.787,va_cs,False,False,True,2.367,96.338,0.884,24.087,-3.940000057220459,1.2400000095367432,4.409999847412109,13.288,15.765,4.95,2015-09-11 15:08:24.083000+00:00,3,3.595,9.982,-5.48,11.387,96.338,314,347,571,637,92.071,21.416,-7.35,28.635,21.977,-7.381,28.914,8.312,-21.175,-12.936,8.312,-21.175,-12.936,0.884,1.195,24.087,23.676,-100.348,-312.983,-140.33,-103.677,-293.014,-138.388,1.58,-332.3,-136.575,1.114,-327.936,-138.376,3653808.25,417952.5,3523531.75,412295.5,4936307.5,427945.969,4951015.5,431900.094,0.537,0.124,
3,2015-09-11 15:04:16,2015-09-11 15:14:16,3.59,9.99,-5.48,-15.289999961853027,-5.599999904632568,-19.06999969482422,12.245,bisection,False,False,True,2.367,96.338,0.884,24.087,-3.940000057220459,1.2400000095367432,4.409999847412109,13.288,15.765,4.95,2015-09-11 15:08:24.083000+00:00,3,3.595,9.982,-5.48,11.387,96.338,314,347,571,637,92.071,21.416,-7.35,28.635,21.977,-7.381,28.914,8.312,-21.175,-12.936,8.312,-21.175,-12.936,0.884,1.195,24.087,23.676,-100.348,-312.983,-140.33,-103.677,-293.014,-138.388,1.58,-332.3,-136.575,1.114,-327.936,-138.376,3653808.25,417952.5,3523531.75,412295.5,4936307.5,427945.969,4951015.5,431900.094,0.537,0.124,
3,2015-09-11 15:18:49,2015-09-11 15:28:49,3.47,10.08,-5.42,3.640000104904175,17.040000915527344,11.90999984741211,6.333,shear,False,True,True,0.704,82.022,0.826,27.153,-5.760000228881836,-1.0,-0.2800000011920929,13.516,254.432,4.64,2015-09-11 15:21:14.193000+00:00,3,3.491,10.062,-5.429,11.434,82.022,603,636,109,175,137.002,19.031,-11.591,18.961,19.175,-11.887,18.889,-16.885,-0.476,-2.636,-16.885,-0.476,-2.636,0.826,0.837,27.153,25.621,1.57,45.974,-10.434,2.016,49.458,-13.383,-141.139,-302.372,-118.431,-140.08,-301.846,-117.92,5565824.0,462843.969,5692067.5,462571.938,6016870.5,426636.188,6074370.0,436276.688,1.377,0.197,
3,2015-09-11 15:18:49,2015-09-11 15:28:49,3.47,10.08,-5.42,3.640000104904175,17.040000915527344,11.90999984741211,8.253,rx_en,False,True,True,0.704,82.022,0.826,27.153,-5.760000228881836,-1.0,-0.2800000011920929,13.516,254.432,4.64,2015-09-11 15:21:14.193000+00:00,3,3.491,10.062,-5.429,11.434,82.022,603,636,109,175,137.002,19.031,-11.591,18.961,19.175,-11.887,18.889,-16.885,-0.476,-2.636,-16.885,-0.476,-2.636,0.826,0.837,27.153,25.621,1.57,45.974,-10.434,2.016,49.458,-13.383,-141.139,-302.372,-118.431,-140.08,-301.846,-117.92,5565824.0,462843.969,5692067.5,462571.938,6016870.5,426636.188,6074370.0,436276.688,1.377,0.197,
3,2015-09-11 15:18:49,2015-09-11 15:28:49,3.47,10.08,-5.42,3.640000104904175,17.040000915527344,11.90999984741211,13.68,va_cs,False,True,True,0.704,82.022,0.826,27.153,-5.760000228881836,-1.0,-0.2800000011920929,13.516,254.432,4.64,2015-09-11 15:21:14.193000+00:00,3,3.491,10.062,-5.429,11.434,82.022,603,636,109,175,137.002,19.031,-11.591,18.961,19.175,-11.887,18.889,-16.885,-0.476,-2.636,-16.885,-0.476,-2.636,0.826,0.837,27.153,25.621,1.57,45.974,-10.434,2.016,49.458,-13.383,-141.139,-302.372,-118.431,-140.08,-301.846,-117.92,5565824.0,462843.969,5692067.5,462571.938,6016870.5,426636.188,6074370.0,436276.688,1.377,0.197,
3,2015-09-11 15:18:49,2015-09-11 15:28:49,3.47,10.08,-5.42,3.640000104904175,17.040000915527344,11.90999984741211,4.969,bisection,False,True,True,0.704,82.022,0.826,27.153,-5.760000228881836,-1.0,-0.2800000011920929,13.516,254.432,4.64,2015-09-11 15:21:14.193000+00:00,3,3.491,10.062,-5.429,11.434,82.022,603,636,109,175,137.002,19.031,-11.591,18.961,19.175,-11.887,18.889,-16.885,-0.476,-2.636,-16.885,-0.476,-2.636,0.826,0.837,27.153,25.621,1.57,45.974,-10.434,2.016,49.458,-13.383,-141.139,-302.372,-118.431,-140.08,-301.846,-117.92,5565824.0,462843.969,5692067.5,462571.938,6016870.5,426636.188,6074370.0,436276.688,1.377,0.197,
3,2015-09-11 15:33:28,2015-09-11 15:43:28,3.35,10.17,-5.35,-2.430000066757202,19.530000686645508,15.880000114440918,13.567,shear,False,True,True,0.913,40.373,2.313,14.099,-6.139999866485596,-1.2200000286102295,0.5600000023841858,13.723,294.85,5.07,2015-09-11 15:34:44.204000+00:00,3,3.375,10.145,-5.367,11.477,40.373,1311,1344,847,913,20.755,8.9,-24.455,21.035,8.676,-24.361,20.986,8.876,-13.604,25.874,8.876,-13.604,25.874,2.313,2.267,14.099,13.346,-3.086,-67.589,34.942,-3.118,-69.107,35.483,-42.787,-222.939,-235.658,-46.511,-221.51,-235.062,2125875.25,410012.812,2143325.5,461986.875,2759056.25,550528.5,2793707.0,560792.625,0.231,0.166,
3,2015-09-11 15:33:28,2015-09-11 15:43:28,3.35,10.17,-5.35,-2.430000066757202,19.530000686645508,15.880000114440918,12.611,rx_en,False,True,True,0.913,40.373,2.313,14.099,-6.139999866485596,-1.2200000286102295,0.5600000023841858,13.723,294.85,5.07,2015-09-11 15:34:44.204000+00:00,3,3.375,10.145,-5.367,11.477,40.373,1311,1344,847,913,20.755,8.9,-24.455,21.035,8.676,-24.361,20.986,8.876,-13.604,25.874,8.876,-13.604,25.874,2.313,2.267,14.099,13.346,-3.086,-67.589,34.942,-3.118,-69.107,35.483,-42.787,-222.939,-235.658,-46.511,-221.51,-235.062,2125875.25,410012.812,2143325.5,461986.875,2759056.25,550528.5,2793707.0,560792.625,0.231,0.166,
3,2015-09-11 15:33:28,2015-09-11 15:43:28,3.35,10.17,-5.35,-2.430000066757202,19.530000686645508,15.880000114440918,13.567,va_cs,False,True,True,0.913,40.373,2.313,14.099,-6.139999866485596,-1.2200000286102295,0.5600000023841858,13.723,294.85,5.07,2015-09-11 15:34:44.204000+00:00,3,3.375,10.145,-5.367,11.477,40.373,1311,1344,847,913,20.755,8.9,-24.455,21.035,8.676,-24.361,20.986,8.876,-13.604,25.874,8.876,-13.604,25.874,2.313,2.267,14.099,13.346,-3.086,-67.589,34.942,-3.118,-69.107,35.483,-42.787,-222.939,-235.658,-46.511,-221.51,-235.062,2125875.25,410012.812,2143325.5,461986.875,2759056.25,550528.5,2793707.0,560792.625,0.231,0.166,
3,2015-09-11 15:33:28,2015-09-11 15:43:28,3.35,10.17,-5.35,-2.430000066757202,19.530000686645508,15.880000114440918,4.284,bisection,False,True,True,0.913,40.373,2.313,14.099,-6.139999866485596,-1.2200000286102295,0.5600000023841858,13.723,294.85,5.07,2015-09-11 15:34:44.204000+00:00,3,3.375,10.145,-5.367,11.477,40.373,1311,1344,847,913,20.755,8.9,-24.455,21.035,8.676,-24.361,20.986,8.876,-13.604,25.874,8.876,-13.604,25.874,2.313,2.267,14.099,13.346,-3.086,-67.589,34.942,-3.118,-69.107,35.483,-42.787,-222.939,-235.658,-46.511,-221.51,-235.062,2125875.25,410012.812,2143325.5,461986.875,2759056.25,550528.5,2793707.0,560792.625,0.231,0.166,
3,2015-09-11 16:22:12,2015-09-11 16:32:12,2.91,10.42,-5.07,-0.5799999833106995,-2.0,-13.930000305175781,8.828,shear,True,True,True,2.247,30.475,0.688,28.638,-2.549999952316284,2.319999933242798,-1.149999976158142,14.113,116.367,4.86,2015-09-11 16:24:04.195000+00:00,3,2.937,10.402,-5.089,11.58,30.475,2154,2187,2730,2796,154.274,14.596,-6.186,29.479,14.72,-6.141,29.586,-4.809,-4.386,-21.917,-4.809,-4.386,-21.917,0.688,0.711,28.638,28.333,11.151,-184.676,3.152,10.277,-181.259,2.013,-12.185,-357.054,-139.141,-13.318,-355.755,-139.334,5754464.5,426251.75,5736564.0,427098.094,6626100.0,527912.438,6571591.5,525858.625,0.7,0.132,
3,2015-09-11 16:22:12,2015-09-11 16:32:12,2.91,10.42,-5.07,-0.5799999833106995,-2.0,-13.930000305175781,6.07,rx_en,True,True,True,2.247,30.475,0.688,28.638,-2.549999952316284,2.319999933242798,-1.149999976158142,14.113,116.367,4.86,2015-09-11 16:24:04.195000+00:00,3,2.937,10.402,-5.089,11.58,30.475,2154,2187,2730,2796,154.274,14.596,-6.186,29.479,14.72,-6.141,29.586,-4.809,-4.386,-21.917,-4.809,-4.386,-21.917,0.688,0.711,28.638,28.333,11.151,-184.676,3.152,10.277,-181.259,2.013,-12.185,-357.054,-139.141,-13.318,-355.755,-139.334,5754464.5,426251.75,5736564.0,427098.094,6626100.0,527912.438,6571591.5,525858.625,0.7,0.132,
3,2015-09-11 16:22:12,2015-09-11 16:32:12,2.91,10.42,-5.07,-0.5799999833106995,-2.0,-13.930000305175781,12.073,va_cs,True,True,True,2.247,30.475,0.688,28.638,-2.549999952316284,2.319999933242798,-1.149999976158142,14.113,116.367,4.86,2015-09-11 16:24:04.195000+00:00,3,2.937,10.402,-5.089,11.58,30.475,2154,2187,2730,2796,154.274,14.596,-6.186,29.479,14.72,-6.141,29.586,-4.809,-4.386,-21.917,-4.809,-4.386,-21.917,0.688,0.711,28.638,28.333,11.151,-184.676,3.152,10.277,-181.259,2.013,-12.185,-357.054,-139.141,-13.318,-355.755,-139.334,5754464.5,426251.75,5736564.0,427098.094,6626100.0,527912.438,6571591.5,525858.625,0.7,0.132,
3,2015-09-11 16:22:12,2015-09-11 16:32:12,2.91,10.42,-5.07,-0.5799999833106995,-2.0,-13.930000305175781,5.338,bisection,True,True,True,2.247,30.475,0.688,28.638,-2.549999952316284,2.319999933242798,-1.149999976158142,14.113,116.367,4.86,2015-09-11 16:24:04.195000+00:00,3,2.937,10.402,-5.089,11.58,30.475,2154,2187,2730,2796,154.274,14.596,-6.186,29.479,14.72,-6.141,29.586,-4.809,-4.386,-21.917,-4.809,-4.386,-21.917,0.688,0.711,28.638,28.333,11.151,-184.676,3.152,10.277,-181.259,2.013,-12.185,-357.054,-139.141,-13.318,-355.755,-139.334,5754464.5,426251.75,5736564.0,427098.094,6626100.0,527912.438,6571591.5,525858.625,0.7,0.132,
3,2015-09-11 16:47:03,2015-09-11 16:57:03,2.68,10.51,-4.9,9.289999961853027,9.350000381469727,30.790000915527344,13.01,shear,False,False,True,0.503,82.717,0.876,31.25,-5.28000020980835,1.7799999713897705,0.10999999940395355,14.14,86.464,4.78,2015-09-11 16:50:14.116000+00:00,3,2.697,10.503,-4.919,11.598,82.717,1970,2003,1433,1499,23.232,10.723,-3.341,22.123,10.707,-2.942,21.711,1.435,-5.325,18.111,1.435,-5.325,18.111,0.876,0.877,31.25,32.096,-11.041,-127.881,52.565,-11.533,-127.717,51.998,0.007,-298.421,-172.818,1.108,-299.172,-154.288,7813628.0,360629.781,7847495.5,359913.719,7472954.5,415194.875,7446983.5,405514.875,2.317,0.381,
3,2015-09-11 16:47:03,2015-09-11 16:57:03,2.68,10.51,-4.9,9.289999961853027,9.350000381469727,30.790000915527344,10.607,rx_en,False,False,True,0.503,82.717,0.876,31.25,-5.28000020980835,1.7799999713897705,0.10999999940395355,14.14,86.464,4.78,2015-09-11 16:50:14.116000+00:00,3,2.697,10.503,-4.919,11.598,82.717,1970,2003,1433,1499,23.232,10.723,-3.341,22.123,10.707,-2.942,21.711,1.435,-5.325,18.111,1.435,-5.325,18.111,0.876,0.877,31.25,32.096,-11.041,-127.881,52.565,-11.533,-127.717,51.998,0.007,-298.421,-172.818,1.108,-299.172,-154.288,7813628.0,360629.781,7847495.5,359913.719,7472954.5,415194.875,7446983.5,405514.875,2.317,0.381,
3,2015-09-11 16:47:03,2015-09-11 16:57:03,2.68,10.51,-4.9,9.289999961853027,9.350000381469727,30.790000915527344,13.01,va_cs,False,False,True,0.503,82.717,0.876,31.25,-5.28000020980835,1.7799999713897705,0.10999999940395355,14.14,86.464,4.78,2015-09-11 16:50:14.116000+00:00,3,2.697,10.503,-4.919,11.598,82.717,1970,2003,1433,1499,23.232,10.723,-3.341,22.123,10.707,-2.942,21.711,1.435,-5.325,18.111,1.435,-5.325,18.111,0.876,0.877,31.25,32.096,-11.041,-127.881,52.565,-11.533,-127.717,51.998,0.007,-298.421,-172.818,1.108,-299.172,-154.288,7813628.0,360629.781,7847495.5,359913.719,7472954.5,415194.875,7446983.5,405514.875,2.317,0.381,
3,2015-09-11 16:47:03,2015-09-11 16:57:03,2.68,10.51,-4.9,9.289999961853027,9.350000381469727,30.790000915527344,5.206,bisection,False,False,True,0.503,82.717,0.876,31.25,-5.28000020980835,1.7799999713897705,0.10999999940395355,14.14,86.464,4.78,2015-09-11 16:50:14.116000+00:00,3,2.697,10.503,-4.919,11.598,82.717,1970,2003,1433,1499,23.232,10.723,-3.341,22.123,10.707,-2.942,21.711,1.435,-5.325,18.111,1.435,-5.325,18.111,0.876,0.877,31.25,32.096,-11.041,-127.881,52.565,-11.533,-127.717,51.998,0.007,-298.421,-172.818,1.108,-299.172,-154.288,7813628.0,360629.781,7847495.5,359913.719,7472954.5,415194.875,7446983.5,405514.875,2.317,0.381,
